"sample_number","site_id","lake","site_type","sample_date","sample_type","method","result","sample_status","status","total_mc","toxin_richness","rr","yr","lr","la","dm_lr","ly","nod","lf","wr","atx","hatx","cyl","notes"
409,"BKS_RN_SH_10","rainbow","shore",2025-09-17,"regular","GRAB",TRUE,"detected","Shipped",319.866276964,3,0,0,313.5373033,2.10754174,0,4.221431924,0,0,0,0,0,0,NA
410,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-09-17,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
411,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-09-17,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
412,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-09-17,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
413,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-09-17,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
414,"BKS_BL_SH_07","brooks","shore",2025-09-17,"duplicate","GRAB",TRUE,"detected","Shipped",12.155942173,2,0,0,2.951468042,0,9.204474131,0,0,0,0,0,0,0,NA
415,"BKS_UB_NCOVE","upper brooks","shore",2025-09-17,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"BYS_BR_SH_01","boysen","shore",2025-09-16,"regular","GRAB",TRUE,"detected","Shipped",7207.47860363,4,0,0,2487.70729,4609.90731,96.78961735,0,0,0,13.07438628,0,0,0,NA
417,"BYS_PC_SH_02","boysen","shore",2025-09-16,"regular","GRAB",TRUE,"detected","Shipped",5.041982105,1,0,0,0,0,5.041982105,0,0,0,0,0,0,0,NA
418,"BYS_FR_SH_03","boysen","shore",2025-09-16,"regular","GRAB",TRUE,"detected","Shipped",10.32339678,2,0,0,0,5.719054712,4.604342068,0,0,0,0,0,0,0,NA
419,"BYS_CR_SH_04","boysen","shore",2025-09-16,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
420,"BYS_CR_SH_04","boysen","shore",2025-09-16,"duplicate","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
421,"GRAB_BLANK","blank","blank",2025-09-16,"blank","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
422,"BKS_BL_SH_01","brooks","shore",2025-09-29,"regular","SPATT",TRUE,"detected","Shipped",4.313250901,1,0,0,4.313250901,0,0,0,0,0,0,0,0,0,NA
423,"BKS_BL_SH_02","brooks","shore",2025-09-29,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
424,"BKS_BL_SH_03","brooks","shore",2025-09-29,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
425,"BKS_BL_SH_04","brooks","shore",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
426,"BKS_BL_SH_05","brooks","shore",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
427,"BKS_BL_SH_06","brooks","shore",2025-09-30,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"BKS_BL_SH_07","brooks","shore",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
429,"BKS_BL_BON","tributary","tributary",2025-09-30,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"BKS_BL_CREEK","tributary","tributary",2025-09-30,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,"BKS_BL_BU_SS","brooks","buoy_surface",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
432,"BKS_BL_BU_DD","brooks","buoy_depth",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0,0,0,0,7.674894635,0,NA
433,"BKS_UB_SH_08","upper brooks","shore",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
434,"BKS_UB_SH_09","upper brooks","shore",2025-09-30,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
435,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",20.0839228,1,0,0,20.0839228,0,0,0,0,0,0,0,0,0,NA
436,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",25.15681738,1,0,0,25.15681738,0,0,0,0,0,0,0,0,0,NA
437,"BKS_RN_SH_10","rainbow","shore",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",175.64163212,2,0,0,106.9220465,0,68.71958562,0,0,0,0,0,0,0,NA
438,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",357.9056577,2,0,0,201.5730614,0,156.3325963,0,0,0,0,0,0,0,NA
439,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-09-30,"regular","SPATT",TRUE,"detected","Shipped",42.25437266,1,0,0,42.25437266,0,0,0,0,0,0,0,0,0,NA
440,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-10-01,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
441,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-10-01,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
442,"BKS_BL_BU_SS","brooks","buoy_surface",2025-10-01,"Duplicate","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"BYS_BR_SH_01","boysen","shore",2015-09-29,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"BYS_PC_SH_02","boysen","shore",2025-09-29,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"BYS_FR_SH_03","boysen","shore",2025-09-29,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"BYS_CR_SH_04","boysen","shore",2025-09-29,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"Boysen Dup","boysen","blank",2025-09-29,"Duplicate","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,"SPATT_BLANK","blank","blank",2025-09-29,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,"BKS_BL_SH_01","brooks","shore",2025-09-29,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
450,"BKS_BL_SH_02","brooks","shore",2025-09-29,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
451,"BKS_BL_SH_03","brooks","shore",2025-09-29,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
452,"BKS_BL_SH_04","brooks","shore",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
453,"BKS_BL_SH_05","brooks","shore",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
454,"BKS_BL_SH_06","brooks","shore",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
455,"BKS_BL_SH_07","brooks","shore",2025-09-30,"regular","GRAB",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0,0,0,1.318490774,0,0,NA
456,"BKS_BL_BON","tributary","tributary",2025-09-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"BKS_BL_CREEK","tributary","tributary",2025-09-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"BKS_BL_BU_SS","brooks","buoy_surface",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
459,"BKS_BL_BU_DD","brooks","buoy_depth",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
460,"BKS_UB_SH_08","upper brooks","shore",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
461,"BKS_UB_SH_09","upper brooks","shore",2025-09-30,"regular","GRAB",TRUE,"detected","Shipped",0.199061964,1,0.199061964,0,0,0,0,0,0,0,0,0,0,0,NA
462,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
463,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
464,"BKS_RN_SH_10","rainbow","shore",2025-09-30,"regular","GRAB",TRUE,"detected","Shipped",40.391981886,3,0,0.844950339,37.45085004,0,2.096181507,0,0,0,0,0,0,0,NA
465,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
466,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-09-30,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
467,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-10-01,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
468,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-10-01,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
469,"BKS_BL_SH_03","brooks","shore",2025-09-30,"duplicate","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"BKS_UB_NCOVE","upper brooks","shore",2025-09-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"BYS_BR_SH_01","boysen","shore",2025-09-29,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"BYS_PC_SH_02","boysen","shore",2025-09-29,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"BYS_FR_SH_03","boysen","shore",2025-09-29,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"BYS_CR_SH_04","boysen","shore",2025-09-29,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"BYS_CR_SH_04","boysen","shore",2025-09-29,"Duplicate","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"GRAB_BLANK","blank","blank",2025-09-29,"Blank","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"BKS_BL_SH_01","brooks","shore",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
478,"BKS_BL_SH_02","brooks","shore",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
479,"BKS_BL_SH_03","brooks","shore",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
480,"BKS_BL_SH_04","brooks","shore",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
481,"BKS_BL_SH_05","brooks","shore",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
482,"BKS_BL_SH_06","brooks","shore",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0.6750699501,0,0,0,0,0,NA
483,"BKS_BL_SH_07","brooks","shore",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0.4124262756,0,0,0,0,0,NA
484,"BKS_BL_BON","tributary","tributary",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"BKS_BL_CREEK","tributary","tributary",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"BKS_BL_BU_SS","brooks","buoy_surface",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0.9420230774,0,0,0,0,0,NA
487,"BKS_BL_BU_DD","brooks","buoy_depth",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
488,"BKS_UB_SH_08","upper brooks","shore",2025-10-15,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0,0,0,0,40.25037832,0,NA
489,"BKS_UB_SH_09","upper brooks","shore",2025-10-15,"regular","SPATT",TRUE,"detected","Shipped",11.46504677,1,0,0,11.46504677,0,0,0,0,0,0,0,0,0,NA
490,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",11.13596561,1,0,0,11.13596561,0,0,0,0,0,0,0,0,0,NA
491,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",23.64750219,1,0,0,23.64750219,0,0,0,0,0,0,0,0,0,NA
492,"BKS_RN_SH_10","rainbow","shore",2025-10-15,"regular","SPATT",TRUE,"detected","Shipped",147.39664198,2,0,0,28.30508578,0,119.0915562,0,0,0,0,0,0,0,NA
493,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-10-15,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",223.6548488,2,0,0,122.5120464,0,101.1428024,0,0,0,0,0,0,0,NA
495,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-10-14,"regular","SPATT",TRUE,"detected","Shipped",109.8204244,1,0,0,109.8204244,0,0,0,0,0,0,0,0,0,NA
496,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-10-14,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
497,"BYS_BR_SH_01","boysen","shore",2025-10-14,"Duplicate","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"BYS_BR_SH_01","boysen","shore",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"BYS_PC_SH_02","boysen","shore",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"BYS_FR_SH_03","boysen","shore",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,"BYS_CR_SH_04","boysen","shore",2025-10-14,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"Brooks Dup",NA,NA,2025-10-14,"Duplicate","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,"SPATT_BLANK","blank","blank",2025-10-17,"Blank","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"BKS_BL_SH_01","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
505,"BKS_BL_SH_02","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
506,"BKS_BL_SH_03","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
507,"BKS_BL_SH_04","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
508,"BKS_BL_SH_05","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
509,"BKS_BL_SH_06","brooks","shore",2025-10-14,"regular","GRAB",TRUE,"detected","Shipped",23.045021155,2,0,0,20.62286498,0,2.422156175,0,0,0,0,0,0,0,NA
510,"BKS_BL_SH_07","brooks","shore",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
511,"BKS_BL_BON","tributary","tributary",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,"BKS_BL_CREEK","tributary","tributary",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,"BKS_BL_BU_SS","brooks","buoy_surface",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
514,"BKS_BL_BU_DD","brooks","buoy_depth",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
515,"BKS_UB_SH_08","upper brooks","shore",2025-10-15,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
516,"BKS_UB_SH_09","upper brooks","shore",2025-10-15,"regular","GRAB",TRUE,"detected","Shipped",238.3808274,1,0,0,238.3808274,0,0,0,0,0,0,0,0,0,NA
517,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
518,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
519,"BKS_RN_SH_10","rainbow","shore",2025-10-15,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
520,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
521,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
522,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
523,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-10-14,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
524,"BYS_CR_SH_04","boysen","shore",2025-10-14,"Duplicate","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,"BKS_UB_NCOVE","upper brooks","shore",2025-10-15,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,"BYS_BR_SH_01","boysen","shore",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,"BYS_PC_SH_02","boysen","shore",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"BYS_FR_SH_03","boysen","shore",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,"BYS_CR_SH_04","boysen","shore",2025-10-14,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"Brooks Dup",NA,NA,2025-10-14,"Duplicate","GRAB",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"GRAB_BLANK","blank","blank",2025-10-17,"Blank","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,"BKS_RN_INFLOW","rainbow","tributary",2025-09-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"BKS_RN_INFLOW","rainbow","tributary",2025-10-15,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
